# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Mar  9 11:52:19 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
#
pl_name,hostname,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag
Kepler-979 b,Kepler-979,Kepler,8.08801350,0.00001135,-0.00001135,0,0.075300,,,0,2.720,0.420,-0.230,0,0.243,0.037,-0.021,0,7.85000,,,0,0.02470,,,0,M-R relationship,0.000000,,,0,77.84,3.17,-3.04,0,792,,,0,0
Kepler-98 b,Kepler-98,Kepler,1.54168000,,,0,0.025600,,,0,1.990,0.220,-0.220,0,0.178,0.020,-0.020,0,3.55000,1.60000,-1.60000,0,0.01100,0.00500,-0.00500,0,Mass,0.000000,,,0,1107.39,25.88,-25.26,0,1592,,,0,0
Kepler-980 b,Kepler-980,Kepler,11.55102504,0.00002754,-0.00002754,0,0.100500,,,0,2.670,0.230,-0.450,0,0.238,0.021,-0.040,0,7.61000,,,0,0.02390,,,0,M-R relationship,0.000000,,,0,170.14,7.13,-6.82,0,845,,,0,0
Kepler-981 b,Kepler-981,Kepler,4.46975774,0.00000586,-0.00000586,0,0.053500,,,0,2.310,0.300,-0.180,0,0.206,0.027,-0.016,0,5.95000,,,0,0.01870,,,0,M-R relationship,0.000000,,,0,337.47,13.98,-13.38,0,1103,,,0,0
Kepler-982 b,Kepler-982,Kepler,15.77382210,0.00004115,-0.00004115,0,0.129100,,,0,2.250,0.470,-0.270,0,0.201,0.042,-0.024,0,5.69000,,,0,0.01790,,,0,M-R relationship,0.000000,,,0,185.20,7.31,-7.00,0,955,,,0,0
Kepler-983 b,Kepler-983,Kepler,60.08550820,0.00026110,-0.00026110,0,0.314800,,,0,2.360,0.070,-0.180,0,0.211,0.006,-0.016,0,6.17000,,,0,0.01940,,,0,M-R relationship,0.000000,,,0,31.00,1.65,-1.55,0,485,,,0,0
Kepler-984 b,Kepler-984,Kepler,43.03422720,0.00014790,-0.00014790,0,0.232700,,,0,2.120,0.130,-0.110,0,0.189,0.012,-0.010,0,5.14000,,,0,0.01620,,,0,M-R relationship,0.000000,,,0,13.99,0.31,-0.30,0,484,,,0,0
Kepler-985 b,Kepler-985,Kepler,116.33190100,0.00138100,-0.00138100,0,0.445100,,,0,2.980,0.140,-0.150,0,0.266,0.012,-0.013,0,9.17000,,,0,0.02880,,,0,M-R relationship,0.000000,,,0,2.59,0.75,-0.45,0,323,,,0,0
Kepler-986 b,Kepler-986,Kepler,56.43499380,0.00014460,-0.00014460,0,0.276000,,,0,2.360,0.290,-0.190,0,0.211,0.026,-0.017,0,6.17000,,,0,0.01940,,,0,M-R relationship,0.000000,,,0,10.86,0.35,-0.34,0,465,,,0,0
Kepler-987 b,Kepler-987,Kepler,105.30331480,0.00047830,-0.00047830,0,0.423800,,,0,3.260,0.160,-0.120,0,0.291,0.014,-0.011,0,10.70000,,,0,0.03360,,,0,M-R relationship,0.000000,,,0,3.85,0.19,-0.18,0,351,,,0,0
Kepler-988 b,Kepler-988,Kepler,17.76080053,0.00002728,-0.00002728,0,0.108500,,,0,2.070,0.470,-0.160,0,0.185,0.042,-0.014,0,4.94000,,,0,0.01550,,,0,M-R relationship,0.000000,,,0,6.56,0.67,-0.61,0,368,,,0,0
Kepler-989 b,Kepler-989,Kepler,7.96431535,0.00000962,-0.00000962,0,0.073400,,,0,2.210,0.140,-0.130,0,0.197,0.012,-0.012,0,5.52000,,,0,0.01740,,,0,M-R relationship,0.000000,,,0,74.35,1.89,-1.84,0,805,,,0,0
Kepler-99 b,Kepler-99,Kepler,4.60358000,,,0,0.050300,,,0,1.480,0.080,-0.080,0,0.132,0.007,-0.007,0,6.15000,1.30000,-1.30000,0,0.01900,0.00400,-0.00400,0,Mass,0.000000,,,0,108.04,2.10,-2.06,0,810,,,0,0
Kepler-990 b,Kepler-990,Kepler,9.91723428,0.00002468,-0.00002468,0,0.088300,,,0,2.600,0.650,-0.420,0,0.232,0.058,-0.037,0,7.27000,,,0,0.02290,,,0,M-R relationship,0.000000,,,0,157.41,61.60,-60.28,0,903,,,0,0
Kepler-990 c,Kepler-990,Kepler,0.53835431,0.00000067,-0.00000067,0,0.012700,,,0,1.530,0.350,-0.190,0,0.136,0.031,-0.017,0,2.96000,,,0,0.00930,,,0,M-R relationship,0.000000,,,0,7609.22,2977.95,-2913.75,0,2386,,,0,0
Kepler-991 b,Kepler-991,Kepler,82.53425190,0.00034490,-0.00034490,0,0.310400,,,0,2.540,0.130,-0.120,0,0.227,0.012,-0.011,0,6.99000,,,0,0.02200,,,0,M-R relationship,0.000000,,,0,1.37,0.04,-0.04,0,260,,,0,0
Kepler-992 b,Kepler-992,Kepler,20.16034462,0.00005016,-0.00005016,0,0.133900,,,0,1.620,0.040,-0.270,0,0.145,0.004,-0.024,0,3.26000,,,0,0.01020,,,0,M-R relationship,0.000000,,,0,15.29,0.34,-0.33,0,510,,,0,0
Kepler-993 b,Kepler-993,Kepler,22.08557563,0.00004655,-0.00004655,0,0.130000,,,0,2.970,0.180,-0.120,0,0.265,0.016,-0.011,0,9.11000,,,0,0.02870,,,0,M-R relationship,0.000000,,,0,3.95,0.41,-0.38,0,352,,,0,0
Kepler-994 b,Kepler-994,Kepler,1.15116651,0.00000057,-0.00000057,0,0.017700,,,0,1.600,0.070,-0.270,0,0.143,0.006,-0.024,0,3.19000,,,0,0.01000,,,0,M-R relationship,0.000000,,,0,243.98,24.66,-22.67,0,957,,,0,0
Kepler-995 b,Kepler-995,Kepler,28.26731672,0.00008643,-0.00008643,0,0.170100,,,0,2.700,0.190,-0.170,0,0.241,0.017,-0.015,0,7.75000,,,0,0.02440,,,0,M-R relationship,0.000000,,,0,11.92,0.47,-0.45,0,517,,,0,0
Kepler-996 b,Kepler-996,Kepler,3.77059058,0.00000806,-0.00000806,0,0.047400,,,0,1.980,0.630,-0.250,0,0.177,0.056,-0.022,0,4.58000,,,0,0.01440,,,0,M-R relationship,0.000000,,,0,723.08,42.06,-39.55,0,1272,,,0,0
Kepler-997 b,Kepler-997,Kepler,2.70730672,0.00000552,-0.00000552,0,0.039700,,,0,1.360,0.330,-0.260,0,0.121,0.029,-0.023,0,2.42000,,,0,0.00761,,,0,M-R relationship,0.000000,,,0,1900.13,60.26,-58.48,0,1709,,,0,0
Kepler-998 b,Kepler-998,Kepler,5.65377733,0.00001059,-0.00001059,0,0.062600,,,0,2.320,0.610,-0.300,0,0.207,0.054,-0.027,0,5.99000,,,0,0.01890,,,0,M-R relationship,0.000000,,,0,409.92,17.71,-16.92,0,1020,,,0,0
Kepler-999 b,Kepler-999,Kepler,5.99185702,0.00000817,-0.00000817,0,0.068100,,,0,2.340,0.650,-0.490,0,0.209,0.058,-0.044,0,6.08000,,,0,0.01910,,,0,M-R relationship,0.000000,,,0,740.17,27.87,-26.67,0,1355,,,0,0
L 168-9 b,L 168-9,Transiting Exoplanet Survey Satellite (TESS),1.40150000,0.00018000,-0.00018000,0,0.020910,0.000240,-0.000240,0,1.390,0.090,-0.090,0,0.124,0.008,-0.008,0,4.60000,0.56000,-0.56000,0,0.01447,0.00176,-0.00176,0,Mass,0.210000,,,1,149.37,,,,965,20,-20,0,0
L 98-59 b,L 98-59,Transiting Exoplanet Survey Satellite (TESS),2.25310000,0.00040000,-0.00040000,0,0.022820,0.000080,-0.000080,0,0.800,0.050,-0.050,0,0.071,0.004,-0.004,0,1.01000,,,1,0.00318,,,1,Mass,0.120000,,,1,23.90,5.30,-4.40,0,610,13,-13,0,0
L 98-59 c,L 98-59,Transiting Exoplanet Survey Satellite (TESS),3.69040000,0.00030000,-0.00030000,0,0.031700,0.000100,-0.000100,0,1.350,0.070,-0.070,0,0.120,0.006,-0.006,0,2.42000,0.35000,-0.34000,0,0.00761,0.00110,-0.00107,0,Mass,0.070000,,,1,12.40,2.80,-2.30,0,517,11,-11,0,0
L 98-59 d,L 98-59,Transiting Exoplanet Survey Satellite (TESS),7.45120000,0.00070000,-0.00070000,0,0.050600,0.000200,-0.000200,0,1.570,0.140,-0.140,0,0.140,0.012,-0.012,0,2.31000,0.46000,-0.45000,0,0.00727,0.00145,-0.00142,0,Mass,0.090000,,,1,4.85,1.08,-0.89,0,409,8,-8,0,0
LHS 1140 b,LHS 1140,MEarth Project,24.73695900,0.00008000,-0.00008000,0,0.093600,0.002400,-0.002400,0,1.727,0.032,-0.032,0,0.154,0.003,-0.003,0,6.98000,0.89000,-0.89000,0,0.02196,0.00280,-0.00280,0,Mass,0.060000,,,1,0.50,0.03,-0.03,0,235,5,-5,0,0
LHS 1140 c,LHS 1140,Multiple Observatories,3.77793100,0.00000300,-0.00000300,0,0.026750,0.000700,-0.000700,0,1.282,0.024,-0.024,0,0.114,0.002,-0.002,0,1.81000,0.39000,-0.39000,0,0.00569,0.00123,-0.00123,0,Mass,0.310000,,,1,6.16,0.37,-0.37,0,438,9,-9,0,0
LHS 1815 b,LHS 1815,Transiting Exoplanet Survey Satellite (TESS),3.81433000,0.00003000,-0.00003000,0,0.040400,0.009400,-0.009400,0,1.088,0.064,-0.064,0,0.097,0.006,-0.006,0,8.70000,,,1,0.02737,,,1,Mass,0.000000,,,0,17.80,,,,617,84,-84,0,0
LHS 3844 b,LHS 3844,Transiting Exoplanet Survey Satellite (TESS),0.46292913,0.00000190,-0.00000190,0,0.006220,0.000170,-0.000170,0,1.303,0.022,-0.022,0,0.116,0.002,-0.002,0,2.25000,,,0,0.00708,,,0,M-R relationship,,,,,70.10,0.50,-0.50,0,805,20,-20,0,0
LP 714-47 b,LP 714-47,Transiting Exoplanet Survey Satellite (TESS),4.05203700,0.00000400,-0.00000400,0,0.041700,0.000500,-0.000500,0,4.700,0.300,-0.300,0,0.419,0.027,-0.027,0,30.80000,1.50000,-1.50000,0,0.09691,0.00472,-0.00472,0,Mass,0.040000,0.020000,-0.020000,0,17.22,,,,700,19,-24,0,0
LP 791-18 b,LP 791-18,Transiting Exoplanet Survey Satellite (TESS),0.94800500,0.00000580,-0.00000580,0,0.009690,0.000320,-0.000350,0,1.120,0.130,-0.130,0,0.100,0.012,-0.012,0,1.46000,,,0,0.00459,,,0,M-R relationship,0.000000,,,0,21.50,5.40,-4.60,0,650,120,-120,0,0
LP 791-18 c,LP 791-18,Transiting Exoplanet Survey Satellite (TESS),4.98996300,0.00005000,-0.00005000,0,0.029392,0.000980,-0.001050,0,2.310,0.250,-0.250,0,0.206,0.022,-0.022,0,5.95000,,,0,0.01870,,,0,M-R relationship,0.000000,,,0,2.35,0.59,-0.51,0,370,30,-30,0,0
LSPM J2116+0234 b,LSPM J2116+0234,Calar Alto Observatory,14.43990000,0.00780000,-0.00870000,0,0.087600,0.002200,-0.002100,0,3.710,,,0,0.331,,,0,13.30000,1.00000,-1.10000,0,0.04185,0.00315,-0.00346,0,Msini,0.183000,0.062000,-0.063000,0,,,,,,,,,0
LTT 1445 A b,LTT 1445 A,Transiting Exoplanet Survey Satellite (TESS),5.35882000,0.00030000,-0.00031000,0,0.038070,0.000680,-0.000710,0,1.380,0.130,-0.120,0,0.123,0.012,-0.011,0,2.20000,1.70000,-2.10000,0,0.00692,0.00535,-0.00661,0,Mass,0.190000,0.350000,-0.140000,0,5.27,,,,433,28,-27,0,0
LTT 3780 b,LTT 3780,Transiting Exoplanet Survey Satellite (TESS),0.76844800,0.00005500,-0.00005300,0,0.012110,0.000120,-0.000120,0,1.332,0.072,-0.075,0,0.119,0.006,-0.007,0,2.62000,0.48000,-0.46000,0,0.00824,0.00151,-0.00145,0,Mass,0.000000,,,0,106.00,22.00,-19.00,0,892,44,-44,0,0
LTT 3780 c,LTT 3780,Transiting Exoplanet Survey Satellite (TESS),12.25190000,0.00280000,-0.00300000,0,0.076730,0.000750,-0.000770,0,2.300,0.160,-0.150,0,0.205,0.014,-0.013,0,8.60000,1.60000,-1.30000,0,0.02706,0.00503,-0.00409,0,Mass,0.060000,0.150000,-0.140000,0,2.63,0.56,-0.48,0,353,18,-18,0,0
LTT 9779 b,LTT 9779,Transiting Exoplanet Survey Satellite (TESS),0.79205200,0.00000930,-0.00000930,0,0.016790,0.000140,-0.000120,0,4.720,0.230,-0.230,0,0.421,0.021,-0.021,0,29.32000,0.78000,-0.81000,0,0.09225,0.00245,-0.00255,0,Mass,0.000000,,,0,2681.61,,,,1978,19,-19,0,0
LkCa 15 b,LkCa 15,Large Binocular Telescope Observatory,,,,,14.700000,2.100000,-2.100000,0,,,,,,,,,,,,,,,,,Msini,,,,,,,,,,,,,0
LkCa 15 c,LkCa 15,Large Binocular Telescope Observatory,,,,,18.600000,2.500000,-2.500000,0,,,,,,,,,,,,,,,,,Msini,,,,,,,,,,,,,0
Lupus-TR-3 b,Lupus-TR-3,Multiple Observatories,3.91405000,0.00004000,-0.00004000,0,0.046400,0.000700,-0.000700,0,9.976,0.785,-0.785,0,0.890,0.070,-0.070,0,257.43100,57.20700,-57.20700,0,0.81000,0.18000,-0.18000,0,Mass,0.000000,,,0,,,,,,,,,0
MASCARA-1 b,MASCARA-1,Multiple Observatories,2.14878000,0.00000800,-0.00000800,0,0.043000,0.005000,-0.005000,0,16.814,3.363,-3.363,0,1.500,0.300,-0.300,0,1175.97100,286.04700,-286.04700,0,3.70000,0.90000,-0.90000,0,Mass,0.000000,,,0,,,,,2570,50,-30,0,0
MASCARA-4 b,MASCARA-4,Multiple Observatories,2.82406000,0.00003000,-0.00003000,0,0.047000,0.004000,-0.004000,0,17.150,0.785,-0.448,0,1.530,0.070,-0.040,0,985.27300,286.04700,-286.04700,0,3.10000,0.90000,-0.90000,0,Mass,0.000000,,,0,,,,,2100,100,-100,0,0
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,MOA,,,,,0.620000,0.220000,-0.160000,0,1.630,,,0,0.146,,,0,3.30000,4.90000,-1.60000,0,0.01000,0.01500,-0.00500,0,Mass,,,,,,,,,,,,,0
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,MOA,,,,,6.500000,3.200000,-1.200000,0,13.900,,,0,1.240,,,0,260.00000,160.00000,-99.00000,0,0.83000,0.49000,-0.31000,0,Mass,,,,,,,,,103,28,-26,0,0
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,MOA,,,,,1.100000,0.170000,-0.170000,0,5.180,,,0,0.462,,,0,23.40000,17.00000,-17.00000,0,0.07360,0.05300,-0.05300,0,Mass,,,,,,,,,,,,,0
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,MOA,,,,,2.700000,0.900000,-1.000000,0,13.000,,,0,1.160,,,0,1300.00000,540.00000,-600.00000,0,4.10000,1.70000,-1.90000,0,Mass,,,,,,,,,,,,,0
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,MOA,2774.00000000,2810.50000000,-547.50000000,0,3.200000,1.900000,-0.500000,0,3.210,,,0,0.286,,,0,10.40000,1.70000,-1.70000,0,0.03270,0.00530,-0.00530,0,Mass,,,,,,,,,,,,,0
MOA-2009-BLG-319L b,MOA-2009-BLG-319L,MOA,,,,,2.030000,0.210000,-0.210000,0,9.640,,,0,0.860,,,0,67.30000,6.20000,-6.20000,0,0.21200,0.02000,-0.02000,0,Mass,,,,,,,,,,,,,0
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,MOA,1982.00000000,785.00000000,-588.00000000,0,1.800000,0.900000,-0.700000,0,13.200,,,0,1.180,,,0,830.00000,1300.00000,-510.00000,0,2.60000,4.10000,-1.60000,0,Mass,,,,,,,,,,,,,0
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,MOA,,,,,1.210000,0.160000,-0.160000,0,12.400,,,0,1.110,,,0,3500.00000,640.00000,-640.00000,0,11.00000,2.00000,-2.00000,0,Mass,,,,,,,,,,,,,0
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,MOA,,,,,2.420000,0.260000,-0.260000,0,14.200,,,0,1.270,,,0,170.00000,32.00000,-32.00000,0,0.54000,0.10000,-0.10000,0,Mass,,,,,,,,,,,,,0
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,MOA,,,,,0.920000,0.160000,-0.160000,0,2.990,,,0,0.266,,,0,9.20000,2.20000,-2.20000,0,0.02900,0.00700,-0.00700,0,Mass,,,,,,,,,,,,,0
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,MOA,,,,,1.720000,0.560000,-0.480000,0,11.100,,,0,0.994,,,0,86.00000,150.00000,-51.00000,0,0.27000,0.48000,-0.16000,0,Mass,,,,,,,,,,,,,0
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,MOA,,,,,2.000000,3.000000,-1.000000,0,13.600,,,0,1.210,,,0,480.00000,300.00000,-100.00000,0,1.50000,0.80000,-0.30000,0,Mass,,,,,,,,,,,,,0
MOA-2011-BLG-028L b,MOA-2011-BLG-028L,MOA,,,,,4.140000,0.640000,-0.640000,0,5.990,,,0,0.535,,,0,30.00000,16.00000,-12.00000,0,0.09000,0.05000,-0.04000,0,Mass,,,,,,,,,,,,,0
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,MOA,,,,,0.950000,0.530000,-0.190000,0,4.290,,,0,0.383,,,0,17.00000,28.00000,-10.00000,0,0.05300,0.08800,-0.03000,0,Mass,,,,,,,,,,,,,0
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,MOA,,,,,0.690000,0.240000,-0.240000,0,4.430,,,0,0.396,,,0,18.00000,34.00000,-12.00000,0,0.05700,0.11000,-0.03800,0,Mass,,,,,,,,,,,,,0
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,MOA,547.50000000,,,0,1.100000,0.100000,-0.100000,0,12.900,,,0,1.150,,,0,1500.00000,100.00000,-100.00000,0,4.80000,0.30000,-0.30000,0,Mass,,,,,,,,,,,,,0
MOA-2011-BLG-322L b,MOA-2011-BLG-322L,MOA,,,,,4.300000,1.500000,-1.200000,0,12.400,,,0,1.110,,,0,3690.00000,4260.00000,-1800.00000,0,11.60000,13.40000,-5.60000,0,Mass,,,,,,,,,,,,,0
MOA-2012-BLG-006L b,MOA-2012-BLG-006L,Multiple Observatories,,,,,10.200000,1.800000,-2.400000,0,12.600,,,0,1.120,,,0,2700.00000,1500.00000,-1200.00000,0,8.40000,4.60000,-3.90000,0,Mass,,,,,,,,,,,,,0
MOA-2012-BLG-505L b,MOA-2012-BLG-505L,MOA,,,,,0.900000,0.250000,-0.210000,0,2.480,,,0,0.221,,,0,6.70000,10.61000,-3.51000,0,0.02110,0.03340,-0.01100,0,Mass,,,,,,,,,,,,,0
MOA-2013-BLG-220L b,MOA-2013-BLG-220L,MOA,,,,,3.030000,0.270000,-0.270000,0,13.200,,,0,1.180,,,0,871.00000,54.00000,-54.00000,0,2.74000,0.17000,-0.17000,0,Mass,,,,,,,,,,,,,0
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,MOA,,,,,0.930000,0.080000,-0.080000,0,1.620,,,0,0.144,,,0,3.24000,0.38000,-0.30000,0,0.01020,0.00120,-0.00090,0,Mass,,,,,,,,,,,,,0
MOA-2015-BLG-337L b,MOA-2015-BLG-337L,MOA,,,,,0.240000,0.060000,-0.090000,0,6.420,,,0,0.572,,,0,33.70000,129.00000,-23.20000,0,0.10600,0.40600,-0.07300,0,Mass,,,,,,,,,,,,,0
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,MOA,,,,,1.390000,0.220000,-0.220000,0,13.200,,,0,1.180,,,0,890.00000,700.00000,-480.00000,0,2.80000,2.20000,-1.50000,0,Mass,,,,,,,,,,,,,0
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,MOA,,,,,0.950000,0.170000,-0.200000,0,14.100,,,0,1.260,,,0,200.00000,369.00000,-100.00000,0,0.62000,1.16000,-0.33000,0,Mass,,,,,,,,,,,,,0
MOA-bin-1L b,MOA-bin-1L,MOA,,,,,8.300000,4.500000,-2.700000,0,13.000,,,0,1.160,,,0,1200.00000,670.00000,-670.00000,0,3.70000,2.10000,-2.10000,0,Mass,,,,,,,,,,,,,0
MOA-bin-29 b,MOA-bin-29,MOA,,,,,0.480000,0.120000,-0.100000,0,14.100,,,0,1.260,,,0,190.00000,381.00000,-120.00000,0,0.60000,1.20000,-0.38000,0,Mass,,,,,,,,,,,,,0
MXB 1658-298 b,MXB 1658-298,Multiple Observatories,760.00000000,,,0,1.613000,0.110000,-0.110000,0,12.000,,,0,1.070,,,0,7532.57100,1017.05600,-1017.05600,0,23.70000,3.20000,-3.20000,0,Mass,,,,,,,,,,,,,0
NGC 2682 Sand 364 b,NGC 2682 Sand 364,Multiple Observatories,121.71000000,0.31000000,-0.31000000,0,0.530000,0.010000,-0.010000,0,12.700,,,0,1.130,,,0,2126.28270,2580.77960,-2580.77960,0,6.69000,8.12000,-8.12000,0,Msini,0.350000,0.080000,-0.080000,0,,,,,,,,,0
NGC 2682 Sand 978 b,NGC 2682 Sand 978,Multiple Observatories,511.21000000,2.04000000,-2.04000000,0,,,,,13.300,,,0,1.190,,,0,692.86940,54.03110,-54.03110,0,2.18000,0.17000,-0.17000,0,Msini,0.160000,0.070000,-0.070000,0,,,,,,,,,0
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,Multiple Observatories,6.95900000,0.00100000,-0.00100000,0,,,,,12.300,,,0,1.100,,,0,101.70560,9.53490,-9.53490,0,0.32000,0.03000,-0.03000,0,Msini,0.300000,0.080000,-0.080000,0,,,,,,,,,0
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,Multiple Observatories,5.11800000,0.00100000,-0.00100000,0,,,,,14.000,,,0,1.250,,,0,127.13200,120.77540,-120.77540,0,0.40000,0.38000,-0.38000,0,Msini,0.280000,0.090000,-0.090000,0,,,,,,,,,0
NGC 2682 YBP 401 b,NGC 2682 YBP 401,La Silla Observatory,4.08700000,0.00700000,-0.00700000,0,,,,,14.300,,,0,1.270,,,0,146.20180,15.89150,-15.89150,0,0.46000,0.05000,-0.05000,0,Msini,0.150000,0.080000,-0.080000,0,,,,,,,,,0
NGTS-1 b,NGTS-1,Paranal Observatory,2.64729800,0.00002000,-0.00002000,0,0.032600,0.004700,-0.004500,0,14.908,6.837,-3.699,0,1.330,0.610,-0.330,0,258.07796,20.97678,-23.83725,0,0.81200,0.06600,-0.07500,0,Mass,0.016000,0.023000,-0.012000,0,65.30,5.10,-5.10,0,790,20,-20,0,0
NGTS-10 b,NGTS-10,Paranal Observatory,0.76689440,0.00000030,-0.00000030,0,0.014300,0.001000,-0.001000,0,13.507,1.311,-0.930,0,1.205,0.117,-0.083,0,687.14846,29.24036,-34.00781,0,2.16200,0.09200,-0.10700,0,Mass,0.000000,,,0,,,,,1332,49,-54,0,0
NGTS-11 b,NGTS-11,Transiting Exoplanet Survey Satellite (TESS),35.45533000,0.00019000,-0.00019000,0,0.201000,0.002100,-0.002200,0,9.158,0.314,-0.359,0,0.817,0.028,-0.032,0,109.33352,29.24036,-23.20159,0,0.34400,0.09200,-0.07300,0,Mass,0.130000,0.100000,-0.090000,0,33.16,,,,435,34,-32,0,0
NGTS-12 b,NGTS-12,Paranal Observatory,7.53280600,0.00004800,-0.00004800,0,0.075700,0.001400,-0.001400,0,11.747,0.359,-0.359,0,1.048,0.032,-0.032,0,66.10864,6.99226,-6.99226,0,0.20800,0.02200,-0.02200,0,Mass,0.000000,,,0,416.00,46.00,-46.00,0,1257,34,-34,0,0
NGTS-13 b,NGTS-13,Paranal Observatory,4.11902700,0.00002300,-0.00002300,0,0.054900,0.001500,-0.002500,0,12.801,0.516,-0.516,0,1.142,0.046,-0.046,0,1538.29720,139.84520,-139.84520,0,4.84000,0.44000,-0.44000,0,Mass,0.086000,0.034000,-0.034000,0,1096.00,90.00,-90.00,0,1605,30,-30,0,0
NGTS-14 A b,NGTS-14 A,Paranal Observatory,3.53571730,0.00000690,-0.00000690,0,0.040300,0.007100,-0.007100,0,4.977,0.336,-0.336,0,0.444,0.030,-0.030,0,29.24036,3.81396,-3.81396,0,0.09200,0.01200,-0.01200,0,Mass,0.000000,,,0,,,,,1143,139,-139,0,0
NGTS-2 b,NGTS-2,Paranal Observatory,4.51116400,0.00006100,-0.00006100,0,0.063000,0.002400,-0.003000,0,17.878,0.527,-0.504,0,1.595,0.047,-0.045,0,235.19420,41.31790,-38.13960,0,0.74000,0.13000,-0.12000,0,Mass,0.000000,,,0,,,,,1468,45,-42,0,0
